obips_rss,obips_vsz,obis_rss,obis_vsz,obijh_rss,obijh_vsz,biresults_rss,biresults_vsz,machineMemory
1569.35546875,6061.4765625,368.03125,5043.31640625,474.12109375,6062.42578125,4163.09765625,19710.4765625,12567.41015625
1569.36328125,6061.4765625,368.03515625,5043.31640625,502.328125,6062.42578125,4157.375,19710.4765625,12557.5
1569.39453125,6061.5859375,368.03515625,5043.31640625,527.8515625,6062.42578125,4164.29296875,19710.4765625,12583.37109375
1569.5078125,6061.7109375,368.05078125,5043.31640625,602.27734375,6062.42578125,4143.4921875,19710.4765625,12576.00390625
1569.515625,6061.7578125,368.05078125,5043.31640625,603.4140625,6062.42578125,4152.41015625,19710.4765625,12598.3046875
1569.5859375,6061.7578125,368.0390625,5043.31640625,599.68359375,6062.42578125,4128.82421875,19710.4765625,12602.64453125
1569.6328125,6061.8515625,368.02734375,5043.31640625,591.90625,6062.42578125,4137.640625,19710.4765625,12641.9765625
1569.6328125,6061.9453125,368.0234375,5043.31640625,581.38671875,6062.42578125,4114.74609375,19710.4765625,12642.4453125
1570.0703125,6062.3515625,368.0234375,5043.31640625,577.6328125,6062.42578125,4096.08984375,19710.4765625,12670.90234375
1570.43359375,6062.3515625,368.0234375,5043.31640625,569.875,6062.42578125,4107.32421875,19710.4765625,12708.64453125
1570.44140625,6062.3515625,368.04296875,5043.31640625,567.45703125,6062.42578125,4090.0625,19710.4765625,12749.83984375
1570.47265625,6062.4765625,368.04296875,5043.31640625,557.25,6062.42578125,4086.07421875,19710.4765625,12762.25
1570.48046875,6062.5078125,368.04296875,5043.31640625,544.46484375,6062.42578125,4069.66015625,19710.4765625,12736.91796875
1570.54296875,6062.7265625,368.0390625,5043.31640625,533.4921875,6062.42578125,4083.62890625,19710.4765625,12708.7578125
1570.77734375,6062.7265625,368.03515625,5043.31640625,524.2265625,6062.42578125,4063.66796875,19710.4765625,12702.69921875
1570.875,6062.7265625,368.05859375,5043.33203125,514.70703125,6062.42578125,4053.16015625,19710.4765625,12681.16015625
1570.98046875,6062.7265625,368.1015625,5043.37890625,503.73828125,6062.42578125,4052.921875,19710.4765625,12684.2265625
1570.99609375,6062.7734375,368.10546875,5043.37890625,491.47265625,6062.42578125,4036.68359375,19710.4765625,12663.109375
1570.99609375,6062.96484375,368.10546875,5043.37890625,474.4375,6062.42578125,4043.82421875,19710.4765625,12649.73046875
1574.3125,6067.70703125,368.08984375,5043.37890625,465.92578125,6062.42578125,4024.89453125,19710.4765625,12625.31640625
1581.2578125,6075.55078125,368.10546875,5043.37890625,461.171875,6062.42578125,4009.89453125,19710.4765625,12627.69140625
1581.66015625,6075.55078125,368.10546875,5043.37890625,456.46484375,6062.42578125,4019.38671875,19710.4765625,12607.07421875
1582.02734375,6075.55078125,368.1015625,5043.37890625,481.26953125,6062.42578125,4021.23828125,19710.4765625,12588.78515625
1582.34375,6075.55078125,368.09765625,5043.37890625,566.578125,6062.42578125,4055.921875,19710.4765625,12571.3359375
1582.65234375,6075.61328125,368.09375,5043.37890625,601.32421875,6062.42578125,4084.796875,19710.4765625,12543.421875
1582.671875,6075.61328125,368.1015625,5086.296875,597.921875,6062.42578125,4086.08203125,19710.4765625,12540.90234375
1582.734375,6075.61328125,368.10546875,5043.37890625,589.52734375,6062.42578125,4121.1171875,19710.4765625,12506.875
1582.73828125,6075.61328125,368.11328125,5086.296875,582.5234375,6062.42578125,4123.703125,19710.4765625,12504.859375
1582.78125,6075.61328125,368.1015625,5043.37890625,572.76171875,6062.42578125,4154.3125,19710.4765625,12490.5234375
1582.79296875,6075.73828125,368.09765625,5043.37890625,564.74609375,6062.42578125,4154.828125,19710.4765625,12496.33203125
1582.9375,6075.73828125,368.09375,5086.296875,556.73046875,6062.42578125,4192.78515625,19710.4765625,12522.24609375
1583.140625,6075.78515625,368.10546875,5043.37890625,546.7109375,6062.42578125,4194.0703125,19710.4765625,12642.51171875
1583.21875,6075.78515625,368.1015625,5043.37890625,537.9453125,6062.42578125,4229.75390625,19710.4765625,12705.5078125
1583.2578125,6075.78515625,368.1015625,5043.37890625,530.4296875,6062.42578125,4268.4921875,19710.4765625,12705.09375
1583.30859375,6075.78515625,368.1015625,5043.37890625,518.92578125,6062.42578125,4269.2734375,19710.4765625,12731.421875
1583.32421875,6075.78515625,368.1015625,5043.37890625,505.90234375,6062.42578125,4310.09765625,19710.4765625,12729.2109375
1583.37890625,6075.78515625,368.09375,5043.37890625,496.15234375,6062.42578125,4313.92578125,19710.4765625,12750.75390625
1583.37890625,6075.78515625,368.09375,5043.37890625,490.39453125,6062.42578125,4313.92578125,19710.4765625,12742.2265625
1583.390625,6075.78515625,368.09375,5043.37890625,479.87109375,6062.42578125,4347.87109375,19710.4765625,12774.80859375
1583.4140625,6075.78515625,368.13671875,5043.41015625,476.51171875,6062.42578125,4348.9921875,19710.4765625,12765.125
1585.34765625,6078.328125,368.12890625,5043.41015625,532.52734375,6062.42578125,4389.140625,19710.4765625,12794.640625
1585.37890625,6078.328125,368.13671875,5043.41015625,595.48828125,6062.42578125,4380.16015625,19710.4765625,12785.39453125
1585.64453125,6078.328125,368.1484375,5043.41015625,593.09765625,6062.42578125,4390.66015625,19710.4765625,12817.5859375
1585.84765625,6078.328125,368.14453125,5043.41015625,588.84765625,6062.42578125,4365.61328125,19710.4765625,12802.85546875
1585.87109375,6078.328125,368.1328125,5043.41015625,582.578125,6062.42578125,4373.96484375,19710.4765625,12833.87890625
1585.87890625,6078.328125,368.12890625,5043.41015625,573.81640625,6062.42578125,4345.8203125,19710.4765625,12832.01171875
1586.16796875,6078.328125,368.1328125,5043.41015625,565.80078125,6062.42578125,4357.59765625,19710.4765625,12854.24609375
1586.16796875,6078.328125,368.12109375,5043.41015625,560.56640625,6062.42578125,4335.06640625,19710.4765625,12845.5234375
1586.18359375,6078.328125,368.125,5043.41015625,555.8125,6062.42578125,4330.07421875,19710.4765625,12846.53515625
1586.19140625,6078.328125,368.12890625,5043.41015625,545.2890625,6062.42578125,4307.29296875,19710.4765625,12942.7109375
1586.1953125,6078.328125,368.12109375,5043.41015625,537.2734375,6062.42578125,4306.80078125,19710.4765625,12972.3359375
1586.203125,6078.328125,368.13671875,5043.41015625,527.26953125,6062.42578125,4284.28515625,19710.4765625,13010.015625
1586.203125,6078.375,368.16796875,5043.44140625,521.0,6062.42578125,4281.01171875,19710.4765625,12978.85546875
1586.20703125,6078.375,368.16015625,5043.44140625,510.8125,6062.42578125,4279.0078125,19710.4765625,12981.62890625
1586.29296875,6078.40625,368.17578125,5043.45703125,497.2890625,6062.42578125,4256.8359375,19710.4765625,12947.7421875
1586.32421875,6078.40625,368.1875,5043.45703125,489.00390625,6062.42578125,4264.703125,19710.4765625,12949.85546875
1586.328125,6078.40625,368.17578125,5043.45703125,502.3046875,6062.42578125,4246.078125,19710.4765625,12916.93359375
1586.328125,6078.40625,368.18359375,5043.45703125,555.7890625,6062.42578125,4243.5703125,19710.4765625,12912.0625
1586.33203125,6078.40625,368.19921875,5043.47265625,557.19140625,6062.42578125,4223.546875,19710.4765625,12881.1484375
1586.33203125,6078.40625,368.21484375,5086.40625,559.2421875,6062.42578125,4226.359375,19710.4765625,12868.26953125
1586.33203125,6078.40625,368.21875,5043.48828125,577.046875,6062.42578125,4209.08203125,19710.4765625,12842.76171875
1586.33203125,6078.40625,368.2265625,5043.48828125,584.83984375,6062.42578125,4217.65234375,19710.4765625,12845.6171875
1586.33203125,6078.40625,368.19921875,5043.48828125,582.1484375,6062.42578125,4198.6875,19710.4765625,12823.96875
1586.33203125,6079.42578125,368.20703125,5043.48828125,574.37109375,6062.42578125,4181.91015625,19710.4765625,12811.5390625
1586.34375,6079.42578125,368.20703125,5043.48828125,565.35546875,6062.42578125,4179.21484375,19710.4765625,12777.9296875
1586.34765625,6079.42578125,368.20703125,5086.40625,557.359375,6062.42578125,4166.7109375,19710.4765625,12776.1328125
1586.3515625,6079.42578125,367.68359375,5042.73828125,545.59375,6062.42578125,4160.984375,19710.4765625,12769.27734375
1586.3515625,6079.42578125,367.6796875,5042.73828125,536.078125,6062.42578125,4149.2421875,19710.4765625,12819.79296875
1586.3515625,6079.42578125,367.703125,5042.73828125,524.421875,6062.42578125,4133.5078125,19710.4765625,12802.95703125
1586.3515625,6079.42578125,367.703125,5042.73828125,516.66796875,6062.42578125,4136.90234375,19710.4765625,12806.09375
1586.359375,6079.45703125,367.69921875,5042.73828125,513.22265625,6062.42578125,4140.01953125,19710.4765625,12798.82421875
1586.5234375,6079.45703125,367.69140625,5042.73828125,503.70703125,6062.42578125,4167.765625,19710.4765625,12822.203125
1586.5546875,6079.45703125,367.703125,5042.73828125,497.953125,6062.42578125,4203.90234375,19710.4765625,12811.171875
1586.5546875,6079.45703125,367.6953125,5043.23828125,491.1953125,6062.42578125,4204.453125,19710.4765625,12801.375
1592.81640625,6229.3828125,368.53125,5043.73828125,522.41015625,6062.42578125,4246.14453125,19710.4765625,12776.41015625
1593.65234375,6229.4453125,368.546875,5043.73828125,579.4140625,6062.42578125,4303.68359375,19710.4765625,12763.19140625
1594.6875,6231.37109375,368.5625,5043.73828125,611.96484375,6062.42578125,4305.19921875,19710.4765625,12731.625
1594.984375,6231.46484375,368.54296875,5043.73828125,656.12109375,6062.42578125,4355.7734375,19710.4765625,12727.296875
1595.3359375,6231.62109375,368.55859375,5086.65625,653.67578125,6062.42578125,4358.00390625,19710.4765625,12707.4375
1595.453125,6231.859375,368.55859375,5043.73828125,650.16796875,6062.42578125,4408.6484375,19710.4765625,12680.6171875
1595.63671875,6231.921875,368.5546875,5043.73828125,642.65234375,6062.42578125,4409.92578125,19710.4765625,12674.16796875
1595.828125,6231.953125,368.56640625,5086.65625,638.64453125,6062.42578125,4456.95703125,19710.4765625,12674.98828125
1596.54296875,6233.51171875,368.5625,5043.73828125,628.62890625,6062.42578125,4457.984375,19710.4765625,12694.6640625
1596.71484375,6233.58984375,368.5703125,5043.73828125,625.12109375,6062.42578125,4497.359375,19710.4765625,12723.40625
1596.84375,6233.58984375,368.56640625,5043.73828125,618.875,6062.42578125,4498.640625,19710.4765625,12715.52734375
1597.359375,6233.74609375,368.56640625,5043.73828125,611.359375,6062.42578125,4541.70703125,19710.4765625,12722.03515625
1597.73828125,6234.35546875,368.55859375,5043.73828125,605.64453125,6062.42578125,4534.78125,19710.4765625,12826.09375
1597.96875,6234.453125,368.55859375,5086.65625,597.12890625,6062.42578125,4538.09375,19710.4765625,12918.6171875
1598.4453125,6234.625,368.56640625,5043.73828125,586.609375,6062.42578125,4514.07421875,19710.4765625,12956.0703125
1598.5078125,6234.65625,368.5703125,5043.73828125,579.34375,6062.42578125,4523.078125,19710.4765625,13051.109375
1598.62890625,6234.72265625,368.5703125,5043.73828125,566.83203125,6062.42578125,4496.5703125,19710.4765625,13093.3671875
1598.73046875,6235.37890625,368.5703125,5043.73828125,562.57421875,6062.42578125,4496.8203125,19710.4765625,13092.7890625
1599.23046875,6235.86328125,368.5703125,5043.73828125,554.046875,6062.42578125,4496.8203125,19710.4765625,13131.11328125
1600.7734375,6237.70703125,368.55859375,5043.73828125,543.26953125,6062.42578125,4475.67578125,19710.4765625,13130.35546875
1600.8671875,6237.78515625,368.60546875,5043.73828125,533.75,6062.42578125,4475.67578125,19710.4765625,13127.66796875
1601.1171875,6237.78515625,368.609375,5043.73828125,522.375,6062.42578125,4447.98046875,19710.4765625,13162.44921875
1601.57421875,6237.78515625,368.60546875,5043.73828125,513.359375,6062.42578125,4431.82421875,19710.4765625,13158.8515625
1601.57421875,6237.78515625,368.6015625,5043.73828125,508.46875,6062.42578125,4431.82421875,19710.4765625,13193.9296875
1601.62109375,6237.78515625,368.6015625,5043.73828125,504.5390625,6062.42578125,4434.87890625,19710.4765625,13184.38671875
1601.79296875,6237.78515625,368.60546875,5043.73828125,533.8828125,6062.42578125,4416.4375,19710.4765625,13177.53125
1601.8125,6237.78515625,368.59765625,5043.73828125,623.7265625,6062.42578125,4393.37890625,19710.4765625,13169.625
1601.8125,6237.78515625,368.59765625,5043.73828125,630.0703125,6062.42578125,4398.69140625,19710.4765625,13137.27734375
1601.81640625,6237.78515625,368.609375,5043.73828125,627.93359375,6062.42578125,4377.32421875,19710.4765625,13135.33984375
1601.8984375,6237.78515625,368.61328125,5043.73828125,630.04296875,6062.42578125,4378.8671875,19710.4765625,13104.90234375
1601.8984375,6237.78515625,368.59765625,5043.73828125,631.25,6062.42578125,4361.9296875,19710.4765625,13096.1796875
1601.8984375,6237.78515625,368.59765625,5043.73828125,629.84765625,6062.42578125,4362.44140625,19710.4765625,13064.5234375
1601.90234375,6237.78515625,368.59375,5043.73828125,629.3984375,6062.42578125,4355.88671875,19710.4765625,13060.2734375
1601.91796875,6237.80078125,368.6015625,5043.73828125,628.73828125,6062.42578125,4343.49609375,19710.4765625,13017.80859375
1601.92578125,6237.80078125,368.58203125,5043.73828125,618.3359375,6062.42578125,4333.9765625,19710.4765625,13021.2109375
1601.9609375,6238.8203125,368.5859375,5043.73828125,610.078125,6062.42578125,4325.73046875,19710.4765625,12989.29296875
1601.9921875,6238.8203125,368.58984375,5043.73828125,602.0625,6062.42578125,4320.1796875,19710.4765625,12986.6484375
1602.0,6238.8203125,368.58984375,5043.73828125,590.5625,6062.42578125,4302.0546875,19710.4765625,12973.25390625
1602.0,6238.8203125,368.58984375,5043.73828125,580.54296875,6062.42578125,4296.11328125,19710.4765625,13016.09375
1602.0,6238.8203125,368.58203125,5043.73828125,573.34765625,6062.42578125,4287.828125,19710.4765625,13061.6640625
1602.00390625,6238.8203125,368.5859375,5043.73828125,565.33203125,6062.42578125,4270.27734375,19710.4765625,13072.8125
1602.00390625,6238.8203125,368.578125,5043.73828125,556.82421875,6062.42578125,4262.79296875,19710.4765625,13048.1484375
1602.00390625,6238.8203125,368.57421875,5086.65625,545.05078125,6062.42578125,4255.58203125,19710.4765625,13054.70703125
1602.0078125,6238.8203125,368.5703125,5043.73828125,538.04296875,6062.42578125,4249.58203125,19710.4765625,13037.890625
1602.0078125,6238.8203125,368.578125,5043.73828125,528.32421875,6062.42578125,4234.59375,19710.4765625,13037.1953125
1602.015625,6238.8203125,368.58984375,5043.73828125,516.55859375,6062.42578125,4229.84765625,19710.4765625,13013.07421875
1602.015625,6238.8203125,368.58203125,5043.73828125,510.546875,6062.42578125,4221.63671875,19710.4765625,13028.58984375
1602.015625,6238.8203125,368.58984375,5043.73828125,503.53515625,6062.42578125,4206.671875,19710.4765625,13003.1484375
1602.015625,6238.8203125,368.57421875,5043.73828125,502.046875,6062.42578125,4207.67578125,19710.4765625,12985.28515625
1602.015625,6238.8203125,368.57421875,5043.73828125,552.75390625,6062.42578125,4205.46875,19710.4765625,12972.51171875
1602.015625,6238.8203125,368.578125,5086.65625,607.53125,6062.42578125,4206.75,19710.4765625,12956.03515625
1602.015625,6238.8203125,368.58984375,5043.73828125,597.64453125,6062.42578125,4227.33203125,19710.4765625,12935.4921875
1602.015625,6238.8203125,368.5859375,5086.65625,592.890625,6062.42578125,4260.203125,19710.4765625,12919.296875
1602.015625,6238.8203125,368.58203125,5043.73828125,585.1328125,6062.42578125,4267.25390625,19710.4765625,12905.01953125
1602.015625,6238.8203125,368.5859375,5043.73828125,575.0234375,6062.42578125,4299.265625,19710.4765625,12884.4296875
1602.015625,6238.8203125,368.58984375,5043.73828125,569.51953125,6062.42578125,4335.45703125,19710.4765625,12865.04296875
1602.015625,6238.8203125,368.57421875,5043.73828125,559.00390625,6062.42578125,4336.0703125,19710.4765625,12847.6640625
1602.0234375,6238.8203125,368.58984375,5043.73828125,552.24609375,6062.42578125,4366.41015625,19710.4765625,12832.328125
1602.02734375,6238.8203125,368.609375,5043.76953125,541.734375,6062.42578125,4407.30859375,19710.4765625,12818.6328125
1602.02734375,6238.8203125,368.60546875,5043.76953125,528.7109375,6062.42578125,4408.609375,19710.4765625,12791.4296875
1602.02734375,6238.8203125,368.60546875,5043.76953125,519.94140625,6062.42578125,4441.015625,19710.4765625,12778.2890625
1602.02734375,6238.8203125,368.6484375,5043.80078125,518.88671875,6062.42578125,4443.8671875,19710.4765625,12766.5234375
1602.03515625,6238.8203125,368.8515625,5043.80078125,588.32421875,6062.42578125,4479.66796875,19710.4765625,12752.2890625
1602.0390625,6238.8203125,368.83203125,5043.80078125,657.15625,6062.42578125,4481.00390625,19710.4765625,12793.359375
